node1,node2,length,startLon,startLat,endLon,endLat,startNodeL,endNodeL,startYear,endYear
71,72,0.203496396553575,0.898941209003334,8.82157823116021,0.824167017168124,9.23918762519494,4.426764146317,3.42432059530884,2020.31123585368,2021.31367940469
72,88,0.0571847259271951,0.824167017168124,9.23918762519494,0.835802129503256,9.14240963797275,3.42432059530884,3.1904014223916,2021.31367940469,2021.54759857761
88,89,0.774968101600018,0.835802129503256,9.14240963797275,0.849199414689467,9.06352960956909,3.1904014223916,3.0215590365393,2021.54759857761,2021.71644096346
89,91,0.0405191618627891,0.849199414689467,9.06352960956909,0.820817892688338,9.30674319577343,3.0215590365393,2.9216921324097,2021.71644096346,2021.81630786759
92,100,0.0157788295710173,0.805323547933079,9.44432164927698,0.802095124481347,9.46439927083315,2.84591779525927,2.89524107682652,2021.89208220474,2021.84275892317
91,92,0.171458824461993,0.820817892688338,9.30674319577343,0.805323547933079,9.44432164927698,2.9216921324097,2.84591779525927,2021.81630786759,2021.89208220474
72,73,1.07105772565228,0.824167017168124,9.23918762519494,0.793349599877433,9.49209977284435,3.42432059530884,2.84541130115523,2021.31367940469,2021.89258869884
71,131,1.43596436066879,0.898941209003334,8.82157823116021,1.18277866465873,6.24637984958987,4.426764146317,2.71299096770218,2020.31123585368,2022.0250090323
91,119,0.267188250415533,0.820817892688338,9.30674319577343,0.806352297110879,9.43099207859923,2.9216921324097,2.69773679569359,2021.81630786759,2022.04026320431
100,109,0.222245552000954,0.802095124481347,9.46439927083315,0.842176344395256,9.34232674648784,2.89524107682652,2.59490050998944,2021.84275892317,2022.14309949001
131,138,0.132752779495005,1.18277866465873,6.24637984958987,1.18831853075438,6.20315294780535,2.71299096770218,2.52981461047207,2022.0250090323,2022.20818538953
131,132,0.229638101895217,1.18277866465873,6.24637984958987,1.18175944707717,6.2447174823826,2.71299096770218,2.51717134901614,2022.0250090323,2022.22082865098
119,120,0.189538094574222,0.806352297110879,9.43099207859923,0.833714760552561,9.18260630569221,2.69773679569359,2.42517616087052,2022.04026320431,2022.31282383913
100,101,0.440245222257293,0.802095124481347,9.46439927083315,0.852951960832331,9.05435247242921,2.89524107682652,2.3986825442427,2021.84275892317,2022.33931745576
73,74,0.49551980146711,0.793349599877433,9.49209977284435,0.792148851121976,9.52666772390763,2.84541130115523,2.38776763349807,2021.89258869884,2022.3502323665
109,110,0.0924960641033543,0.842176344395256,9.34232674648784,0.985849068980329,8.87348627206119,2.59490050998944,2.2554849304283,2022.14309949001,2022.48251506957
74,75,0.107061855295807,0.792148851121976,9.52666772390763,0.790067021841145,9.53367257447362,2.38776763349807,2.24898929378127,2022.3502323665,2022.48901070622
132,133,0.25017954731408,1.18175944707717,6.2447174823826,1.18703008689725,6.21722761954889,2.51717134901614,2.22662582152218,2022.22082865098,2022.51137417848
74,81,0.0896711663978245,0.792148851121976,9.52666772390763,0.790745697247984,9.5372134069584,2.38776763349807,2.21461945382646,2022.3502323665,2022.52338054617
101,104,0.248407009975026,0.852951960832331,9.05435247242921,0.847855296562636,9.09631821014312,2.3986825442427,2.18141579704367,2022.33931745576,2022.55658420296
138,139,0.319665234615947,1.18831853075438,6.20315294780535,1.17492423826389,6.21648704404494,2.52981461047207,2.12671808684379,2022.20818538953,2022.61128191316
92,93,0.608884997913679,0.805323547933079,9.44432164927698,0.829602649286225,9.40087257282756,2.84591779525927,2.12183820615236,2021.89208220474,2022.61616179385
120,121,0.460368326613815,0.833714760552561,9.18260630569221,0.845670316693191,9.09406011821602,2.42517616087052,2.06956697205949,2022.31282383913,2022.66843302794
75,76,0.319684549791228,0.790067021841145,9.53367257447362,0.790075599916148,9.52840247474399,2.24898929378127,2.05971897586237,2022.48901070622,2022.67828102414
93,94,0.247184414391079,0.829602649286225,9.40087257282756,0.807073971688496,9.47734368898878,2.12183820615236,2.02081643334954,2022.61616179385,2022.71718356665
133,134,0.251360189813431,1.18703008689725,6.21722761954889,1.20025642883619,6.18711107305593,2.22662582152218,2.01901577525953,2022.51137417848,2022.71898422474
81,82,0.234354087050878,0.790745697247984,9.5372134069584,0.790599044396251,9.53705608564081,2.21461945382646,2.01871153031116,2022.52338054617,2022.71928846969
119,125,0.779108102787925,0.806352297110879,9.43099207859923,0.993519492766801,8.79114128953332,2.69773679569359,1.96882336110577,2022.04026320431,2022.76917663889
104,105,0.0924533273216719,0.847855296562636,9.09631821014312,0.846808689377529,9.11111198400745,2.18141579704367,1.96446453373177,2022.55658420296,2022.77353546627
110,111,0.196503285561585,0.985849068980329,8.87348627206119,1.01783700871478,8.790248852596,2.2554849304283,1.94981810586114,2022.48251506957,2022.78818189414
121,122,0.026519437205144,0.845670316693191,9.09406011821602,0.855300518428551,9.0625648622096,2.06956697205949,1.94498423780623,2022.66843302794,2022.79301576219
73,87,1.00905955325278,0.793349599877433,9.49209977284435,0.791381383311344,9.50200339023131,2.84541130115523,1.89936019646083,2021.89258869884,2022.83863980354
76,77,0.158151258990605,0.790075599916148,9.52840247474399,0.791479332967903,9.52125965783987,2.05971897586237,1.88030044760683,2022.67828102414,2022.85769955239
82,83,0.121326293654762,0.790599044396251,9.53705608564081,0.792740728042851,9.53324929976304,2.01871153031116,1.8395771427001,2022.71928846969,2022.8984228573
75,79,0.529278101332983,0.790067021841145,9.53367257447362,0.793614962716618,9.52293644316865,2.24898929378127,1.82744131957532,2022.48901070622,2022.91055868042
111,112,0.0465341882147627,1.01783700871478,8.790248852596,1.01884730885618,8.7853386350472,1.94981810586114,1.81295553804173,2022.78818189414,2022.92504446196
134,135,0.212828525208018,1.20025642883619,6.18711107305593,1.20249717962195,6.16516121963918,2.01901577525953,1.80685701365549,2022.71898422474,2022.93114298634
104,108,0.657348435403766,0.847855296562636,9.09631821014312,0.847168811689165,9.08892484888161,2.18141579704367,1.76501106205139,2022.55658420296,2022.97298893795
125,126,0.261669415959844,0.993519492766801,8.79114128953332,1.02296802698289,8.46452019904386,1.96882336110577,1.72518563261952,2022.76917663889,2023.01281436738
110,117,0.921441138027795,0.985849068980329,8.87348627206119,0.919515919850455,8.93533885630603,2.2554849304283,1.70675786042659,2022.48251506957,2023.03124213957
89,90,1.4208150744402,0.849199414689467,9.06352960956909,1.18184964052928,6.24766702583122,3.0215590365393,1.69943036476097,2021.71644096346,2023.03856963524
112,114,0.159333446172802,1.01884730885618,8.7853386350472,1.021259782277,8.78381566948417,1.81295553804173,1.64453722273489,2022.92504446196,2023.09346277727
94,95,0.154445379734568,0.807073971688496,9.47734368898878,0.792494075924522,9.5339079222174,2.02081643334954,1.60957287284703,2022.71718356665,2023.12842712715
83,84,0.447751837732668,0.792740728042851,9.53324929976304,0.789761504385245,9.54049882689361,1.8395771427001,1.58975481867116,2022.8984228573,2023.14824518133
122,123,0.651592389461466,0.855300518428551,9.0625648622096,0.846384637432039,9.08306104178067,1.94498423780623,1.54794197509672,2022.79301576219,2023.1900580249
109,118,1.07721501005903,0.842176344395256,9.34232674648784,0.795406561465686,9.51646590428643,2.59490050998944,1.50498594044849,2022.14309949001,2023.23301405955
135,137,0.445845241109639,1.20249717962195,6.16516121963918,1.17960168530152,6.19740006231373,1.80685701365549,1.44197097409605,2022.93114298634,2023.2960290259
101,102,1.04917983178801,0.852951960832331,9.05435247242921,1.18576246182133,6.22748273761642,2.3986825442427,1.43489396220947,2022.33931745576,2023.30310603779
77,78,0.680174047816036,0.791479332967903,9.52125965783987,0.790296236882083,9.53871118342843,1.88030044760683,1.3706473917811,2022.85769955239,2023.36735260822
