time	date	datetime	milliseconds	mean	median	upper	lower
2024.74	2024-09-25	2024-09-25T22:24:00	1727303040781	826.0499135703884	655.3382989105761	15448.744189058938	64.76270587320607
2024.4807407407407	2024-06-23	2024-06-23T07:17:20	1719127040780	1868.8617447531174	1610.7499277744575	18203.193641017468	268.23972492576013
2024.2214814814813	2024-03-20	2024-03-20T16:10:40	1710951040781	672.123661033875	577.8545963874457	6196.302465404691	89.50962192085947
2023.962222222222	2023-12-17	2023-12-17T01:04:00	1702775040781	110.46266664997832	96.12737305431287	584.3333364189377	25.435591244403703
2023.7029629629626	2023-09-13	2023-09-13T09:57:20	1694599040781	39.8062729226718	37.667285283614824	150.5033402799758	11.32155263450951
2023.4437037037032	2023-06-10	2023-06-10T18:50:40	1686423040781	18.569746693411556	17.148817714784407	61.107760257993746	6.683868372287113
2023.184444444444	2023-03-08	2023-03-08T03:44:00	1678247040781	14.917218791177733	14.21292208815286	59.410342977171894	4.466564857418339
2022.9251851851845	2022-12-03	2022-12-03T12:37:20	1670071040781	14.547283301089633	13.378180465278943	74.698643415024	3.0197891582990604
2022.6659259259252	2022-08-30	2022-08-30T21:30:40	1661895040781	11.561981829591021	10.036500098023604	69.34950381219821	2.469363427870469
2022.4066666666658	2022-05-28	2022-05-28T06:24:00	1653719040781	12.379639608797344	9.985194150386784	106.10670959024266	2.306917375205168
2022.1474074074065	2022-02-22	2022-02-22T15:17:20	1645543040781	19.137207943137163	14.595116660654945	328.6913291751795	2.587338583009975
2021.8881481481471	2021-11-20	2021-11-20T00:10:40	1637367040781	29.19698415589997	22.804935227005185	521.3666026795963	2.4112869190773956
2021.6288888888878	2021-08-17	2021-08-17T09:04:00	1629191040781	32.20174958034343	25.61839819436129	740.829343449563	2.286420079742916
2021.3696296296284	2021-05-14	2021-05-14T17:57:20	1621015040782	23.282607249145308	19.527360840035875	560.1867710931049	1.2608170156607996
2021.110370370369	2021-02-09	2021-02-09T02:50:40	1612839040782	11.432322320610487	10.04708365292849	239.03302698340082	0.5734090993304766
2020.8511111111097	2020-11-05	2020-11-05T11:44:00	1604576640782	4.604355316746732	4.131037603405805	75.11239823357779	0.3132202596092014
2020.5918518518504	2020-08-02	2020-08-02T20:37:20	1596400640782	2.0399241440884976	1.8586393112991455	22.08072935301664	0.20110581492925125
2020.332592592591	2020-04-30	2020-04-30T05:30:40	1588224640782	1.5708828285598877	1.364570896820785	19.977368618693912	0.15727938967217228
2020.0733333333317	2020-01-26	2020-01-26T14:24:00	1580048640783	3.7846240979049535	3.254851663832921	31.05624438916412	0.5901983555602969
2019.8140740740723	2019-10-23	2019-10-23T23:17:20	1571872640783	6.433700305661194	6.236257104390283	13.583655429574423	3.1227741262652366
2019.554814814813	2019-07-21	2019-07-21T08:10:40	1563696640783	98.2426645677278	91.68650415748135	314.4925287449917	31.63995331277978
2019.2955555555536	2019-04-17	2019-04-17T17:04:00	1555520640783	114.68177512912779	106.59058220775499	390.68547682415686	37.84151690863727
2019.0362962962943	2019-01-13	2019-01-13T01:57:20	1547344640783	7.7689024037630094	7.685985409042144	24.164716064001304	2.479812719872363
2018.777037037035	2018-10-10	2018-10-10T10:50:40	1539168640783	0.3760049509575609	0.3698054859800142	2.997246360009029	0.06339994738795128
2018.5177777777756	2018-07-07	2018-07-07T19:44:00	1530992640785	0.1742798446275759	0.19026987765289005	4.759191521513488	0.006991461167231271
2018.2585185185162	2018-04-04	2018-04-04T04:37:20	1522816640785	0.13136171147351677	0.14452782896619318	10.64250362382098	0.0010588737688849235
2017.9992592592569	2017-12-30	2017-12-30T13:30:40	1514640640785	0.120263827917374	0.13613837190882858	29.39971269116482	3.160801312284911E-4
