ID,January_2023,February_2023,March_2023,April_2023,May_2023,June_2023,July_2023,August_2023,September_2023,October_2023,November_2023,December_2023
1,0.6330737544631752,0.9691757052942884,1.3230889368470993,2.1493427365565765,2.3582234297295197,2.319761388731106,2.0579349247338716,1.794342732481222,1.9617505432985352,2.2315986978774993,1.4890477204788275,0.8736572675487742
