"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
146,152,0.238937342093126,0.238937342093126,0.00604936974739034,0.0122558834281616,0.0687379897594706,0.165618745002337,0.331237490004675,0.715792307065587,0.881411052067925
147,153,0.254722633249078,0.254722633249078,0.00644901871785284,0.013065563014417,0.0732791350334696,0.176560275061403,0.353120550122806,0.763080813228918,0.939641088290322
148,154,0.272020433372964,0.272020433372964,0.00688696109994002,0.0139528241684285,0.0782554020219659,0.188550196447164,0.377100392894329,0.814900391321531,1.0034505877687
149,155,0.29122153019797,0.29122153019797,0.00737309078244329,0.0149377116804374,0.083779213349931,0.201859382575076,0.403718765150152,0.872421736767837,1.07428111934291
150,156,0.625538605156227,0.442322589599943,0.075755627128144,0.111146171864325,0.300658488322561,0.524935417551587,0.842173423698578,1.48373519694208,1.74263901759792
151,157,0.674284014376326,0.476790799011188,0.0816589223279092,0.119807292994365,0.324087451663871,0.565841272972429,0.907800209694026,1.59935600555891,1.8784350361578
152,158,0.72953798260354,0.515861254632117,0.0883504342184115,0.129624859805024,0.35064468478119,0.612208938602739,0.982189581047411,1.73041467524559,2.03236273960595
153,159,0.791680658444285,0.559802762120185,0.0958762005595006,0.140666417387836,0.380512902065607,0.664357425077187,1.0658533383906,1.87781289274497,2.20548115417763
154,160,0.860515704640599,0.608476490068888,0.104212443998376,0.152897080390504,0.413597736098878,0.722121971372808,1.15852714948356,2.0410849593812,2.39724331927996
155,161,0.935299823970479,0.66135684797211,0.113269147793094,0.166184779201171,0.449541928963905,0.784878822161983,1.25921030044368,2.21846782449525,2.60557854138572
156,162,1.01476320959327,0.717545946802026,0.122892532444272,0.180303893581243,0.487735161486099,0.851562389200254,1.36619322839888,2.40694959227882,2.82694936504914
157,163,1.09715766466279,0.775807624713857,0.132870883203478,0.194943802594593,0.527337181414473,0.920705632030253,1.47712230575351,2.60238365823704,3.0564856255682
158,164,1.18036209370403,0.834642040713674,0.142947325568349,0.209727628395051,0.567328506731692,0.990528583548965,1.58914186505001,2.79973892758789,3.28827832915044
159,165,1.89308110992182,1.09297088841116,0.390398836362964,0.515985410790239,1.08997263304357,1.68740435556723,2.47387969454614,3.97281599251071,4.55897324961779
160,166,2.00985987205119,1.16039313816218,0.414481424588198,0.547815075791433,1.15720992899175,1.79149550666587,2.62648626109628,4.21788765443879,4.84020327715384
161,167,2.11683946742461,1.22215783634883,0.436543189046927,0.576973842510735,1.21880519326224,1.88685213678796,2.76628726980002,4.44239480584626,5.09783466495132
162,168,2.20807958248224,1.27483534133824,0.45535909427224,0.601842596417694,1.27133819247043,1.96817932701968,2.88551991481777,4.63387111732582,5.31756177630417
163,169,3.79493420417421,1.69714617013452,1.23220480637434,1.49531759663363,2.55672336498795,3.54515837678072,4.76221033384968,6.94740048854926,7.77323103387454
164,170,3.09111148624654,1.54555574312327,0.842223843719677,1.05586062251584,1.95923935707935,2.83768728974202,3.94845249685216,5.99185418847582,6.77515462223511
165,171,3.10402303876324,1.55201151938162,0.845741807221603,1.06027094544938,1.96742308709499,2.84954029104284,3.96494515717827,6.01688212434003,6.80345439890216
166,172,2.30177354159601,1.32892957385401,0.474681041134709,0.627380179423779,1.32528403281518,2.05169375958694,3.0079592449333,4.83049706072461,5.54319830662066
167,173,2.24059364360848,1.29360734328192,0.462064275345883,0.610704752982857,1.29005869875564,1.9971608471849,2.92800931222703,4.70210505687906,5.39586308845296
168,174,2.1524052043938,1.24269172416191,0.443877699044618,0.586667775487997,1.23928275218312,1.91855377870717,2.81276459929663,4.51703298583552,5.18348511204292
169,175,2.04974987678513,1.1834236431333,0.422707702558552,0.558687647690857,1.18017725631021,1.82705159952363,2.67861454667762,4.30160073356558,4.93626755224275
170,176,0.648169601435048,0.648169601435048,0.0164102335103862,0.0332467541794692,0.18646677424108,0.449276931759367,0.898553863518734,1.9417425937556,2.39101952551497
171,177,1.84497944243373,1.06519937773844,0.380479116116406,0.502874636757126,1.0622773056268,1.64452876888262,2.4110204024382,3.8718699353864,4.44313340831839
172,178,1.75686618017199,1.01432716205245,0.362308043110164,0.478858149779415,1.01154464342331,1.56598870964034,2.29587393080153,3.68695563053648,4.2309364752433
173,179,1.68412204876772,0.972328318204227,0.347306454375472,0.459030731752533,0.96966101148085,1.50114797802553,2.20081184992437,3.5342949510286,4.05575193222472
174,180,1.62672751151641,0.939191566672168,0.335470320974178,0.443387057677756,0.936615161219994,1.44998915992944,2.12580862922784,3.41384689717623,3.91753273039996
175,181,1.58237884993955,0.91358685497257,0.326324560772401,0.431299217256234,0.911080688778461,1.41045882796629,2.06785376782213,3.32077689027819,3.8107309876085
176,182,2.06445066238653,1.03222533119327,0.562493323123753,0.705174229800273,1.30851087270478,1.8951970613222,2.63704023901973,4.00176033875209,4.52490067403829
177,183,2.53683726583286,1.1345081148514,0.823704155004975,0.999589768703586,1.70911819856924,2.36986714383732,3.18344192354004,4.64419763605687,5.19624876261918
178,184,1.50113885440934,0.866682921684237,0.309570920606165,0.409156134085336,0.864305423116351,1.33804527865482,1.96168928587053,3.15028680837817,3.6150864563308
179,185,1.48199836695176,0.855632156098183,0.30562369193662,0.403939129789133,0.853284972168671,1.32098433935627,1.93667648371596,3.11011862209319,3.56899177510114
180,186,1.46139798574174,0.843738520461168,0.301375398078065,0.398324211281216,0.841423963344746,1.30262211874251,1.9097558914031,3.06688670588313,3.51938133507499
181,187,1.43861085890766,0.830582366649457,0.296676144700356,0.392113265041995,0.828303899706342,1.28231073489891,1.87997765840695,3.01906568995555,3.46450471033465
182,188,1.41470692254088,0.816781422553403,0.291746578347823,0.385597916935105,0.814540814582702,1.26100387903885,1.84873997794647,2.968900939917,3.4069385522416
183,189,0.927468815562217,0.655819488823099,0.112320776344675,0.164793359712044,0.445778037925588,0.778307247466583,1.24866727862563,2.19989320302967,2.58376274826458
