"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
39,45,0.189837824665604,0.094918912332802,0.0517244179268968,0.0648447280598959,0.120324918464463,0.174274006150451,0.242490649765617,0.367984322116752,0.416090011952304
40,46,0.0962456001560216,0.0680559165296919,0.0116557886884105,0.0171009909347716,0.0462594257366099,0.080766756662103,0.129577113116908,0.228288043815679,0.268123081008123
41,47,0.197180601996292,0.0985903009981461,0.0537250776166381,0.0673528709974351,0.124978991408957,0.181014787256344,0.251869996843257,0.382217665462564,0.432184045439418
42,48,0.203920451974772,0.101960225987386,0.0555614598953835,0.0696550662516678,0.12925091087786,0.187202071896124,0.26047919052467,0.395282285908296,0.446956571742025
43,49,0.212778521360679,0.106389260680339,0.0579749856706033,0.0726808020420806,0.134865421465986,0.19533391412177,0.271794106321041,0.412452892788025,0.466371850036268
44,50,0.335761531989599,0.137074071438282,0.123218564638531,0.146224972270461,0.236108034373961,0.317303667891655,0.415376289966039,0.588312117803199,0.652962842452794
45,51,0.474405149232673,0.167727549026119,0.204814471154372,0.236065353493868,0.353201147702814,0.454791428284023,0.574292938963323,0.779691611321371,0.855273932162851
46,52,0.569133867018531,0.189711289006177,0.260244245014996,0.296912556285352,0.432392826651299,0.548199301172843,0.683115248663998,0.912805334607513,0.996818315270383
47,53,0.677715400151992,0.214312426985272,0.324990876908373,0.367688099299112,0.523595244353685,0.655263679406641,0.807419692382055,1.06436670319876,1.15786344075967
48,54,0.947278848481441,0.262727881566332,0.504386091147794,0.560321143800306,0.759405438989367,0.923103495004697,1.10884692666355,1.4167334374125,1.52742047282945
49,55,1.01968387342975,0.282809422339591,0.542938717517188,0.60314915211165,0.817450406259615,0.993660682777683,1.19360136778469,1.52502110798109,1.64416847962709
50,56,1.0961761477176,0.304024562118183,0.583667632020982,0.648394793022521,0.87877200045332,1.06820080984709,1.28314018034612,1.63942159613835,1.76750688832041
51,57,1.08322119423673,0.312699024042242,0.559716197852053,0.625037812342882,0.859231475834031,1.05328485578575,1.27464217738633,1.64356377757885,1.77666677194936
52,58,1.05552993865166,0.318254251044948,0.526916742323268,0.591961080519737,0.827133382394698,1.0237222544023,1.24932835535061,1.6276482026616,1.7646883077103
53,59,1.11159043928338,0.335157127968119,0.554901942253845,0.623400865705575,0.871063459418838,1.07809340958046,1.31568172960338,1.71409461195065,1.85841308648403
54,60,1.05289778079596,0.332955513065191,0.504905411621185,0.571239761838516,0.813456903431251,1.01801681609819,1.25440620367983,1.65359875177656,1.79885516393343
55,61,0.868175345669685,0.306946337091005,0.374816492991714,0.432006524806204,0.646368465843585,0.832281660721272,1.05097293232711,1.42685853066636,1.56517639595345
56,62,0.885950311928513,0.313230736679494,0.382490461792384,0.440851398644565,0.659602172292918,0.849321741980146,1.07249048463291,1.45607194056704,1.59722171694299
57,63,0.896671082731259,0.317021101546578,0.387118929687142,0.4461860847317,0.667583933363414,0.859599275167912,1.08546855407887,1.47369167988758,1.61654949155739
58,64,0.789416986245006,0.298371575190626,0.317386571190016,0.370497716051274,0.573190813462536,0.752160685534148,0.965171295222162,1.33551261226494,1.47276723211452
59,65,0.791498455886831,0.299158296766883,0.318223429940418,0.371474613890773,0.57470215575436,0.754143920833101,0.967716179339391,1.33903398184165,1.47665050335968
60,66,0.566035267084956,0.253138666972842,0.183790110487894,0.223034827390777,0.381349323835832,0.528779831400584,0.710309811240037,1.03624291740201,1.15942007625128
61,67,0.566868342260716,0.253511229517515,0.184060607729853,0.223363083930314,0.381910583307554,0.529558075048282,0.711355225731417,1.03776803129639,1.16112647890844
62,68,0.68236572208883,0.278574639513904,0.250416193707755,0.297171948792047,0.479840642886848,0.644853938982595,0.844166216307458,1.19562244280808,1.32701164081321
63,69,0.686452682048499,0.280243133930633,0.251916035982662,0.298951829897639,0.482714599521858,0.648716225939784,0.849222263839846,1.20278350159585,1.33495964181393
64,70,0.693119349733488,0.282964789616121,0.254362585526914,0.301855180056895,0.487402610663575,0.655016406000695,0.857469711583542,1.21446465327873,1.34792445721575
65,71,0.819737048899227,0.309831481693335,0.329576808911988,0.384727855710866,0.595206024282454,0.781049801817186,1.00224175944208,1.38680720914458,1.52933352791365
66,72,0.714980800609045,0.291889689563127,0.262385352702891,0.311375895634787,0.50277561710718,0.675676064381282,0.884514883507063,1.25276968598048,1.39043890197439
67,73,0.72993858034332,0.29799617756878,0.267874594243205,0.317890045465805,0.513293951207966,0.689811568067714,0.903019406688549,1.27897829606443,1.41952762549254
68,74,0.74709539195393,0.305000416578622,0.274170841725476,0.325361879082792,0.525358647963135,0.706025215953801,0.924244389527506,1.30903998929527,1.45289285470836
69,75,0.383022952646105,0.221138404816034,0.0789885410771024,0.104398197482068,0.220531774377611,0.341408825638723,0.500534657564376,0.803811154099975,0.922407067479177
70,76,0.393220402921489,0.227025905477575,0.0810915004804337,0.107177653439755,0.226403124352389,0.35049835799958,0.513860692587492,0.825211501567681,0.946964865228109
71,77,0.40407760438923,0.233294313667621,0.0833305164406846,0.110136933699858,0.232654336943997,0.36017596185391,0.528048890921873,0.847996401485009,0.973111495078103
72,78,0.831595834701099,0.339497577873593,0.305181014942546,0.362162029547703,0.584779491448509,0.785880404436131,1.02878132144112,1.45709934002945,1.61722272584566
73,79,0.85748624719248,0.350067294512604,0.314682340023426,0.37343736780992,0.602985670001032,0.810347539780861,1.06081079016148,1.50246380841672,1.667572380949
74,80,1.03407682998911,0.390844304097888,0.415752517536308,0.48532411945542,0.750836819693493,0.985273880461186,1.264301745149,1.74942099367595,1.9292142140759
75,81,1.2239558178561,0.432733729339388,0.528417248328741,0.609043901126312,0.911251912639522,1.17335280921732,1.48166432201413,2.01158879779011,2.20658967725068
76,82,1.42709921197858,0.475699737326192,0.652560633807383,0.744506169209525,1.08422200459065,1.37460593376619,1.71290673346487,2.28885302597149,2.49951499048967
77,83,1.47759230606013,0.492530768686711,0.675649291694786,0.770848009868295,1.12258354471594,1.42324173018184,1.77351216308028,2.36983637331635,2.58795190119196
78,84,1.52512053566336,0.508373511887785,0.697382224747578,0.795643104599059,1.15869256358619,1.46902171932738,1.83055894990048,2.44606452286146,2.67119595414045
79,85,1.39186696322382,0.492099284102545,0.600909362916956,0.692596965318181,1.03626406596859,1.33432186646745,1.68492979102073,2.28755315378905,2.50930566965696
80,86,1.77367808175801,0.560886257427365,0.850547582384021,0.962292316957585,1.37032360252487,1.71491871908918,2.11313275578018,2.78559981371721,3.03029414129258
81,87,1.79370960600752,0.567220781590701,0.860153476879263,0.973160231536058,1.38579973134214,1.73428662821581,2.13699800532867,2.81705975607756,3.0645176067561
82,88,1.79929579616053,0.568987290023333,0.862832272190682,0.976190966324176,1.39011555860166,1.7396877560531,2.14365330626166,2.82583298861037,3.07406150283675
83,89,2.14885535058252,0.620321107554192,1.11034491658888,1.23992759236565,1.70451258160238,2.08946871616334,2.52858943079004,3.26044286823848,3.52448781414001
84,90,2.12290387274055,0.612829561195228,1.09693540929375,1.22495313006403,1.68392738005272,2.06423444384516,2.49805194832675,3.22106687635184,3.48192298194312
85,91,2.0833119871174,0.601400368284103,1.0764777042519,1.20210791090835,1.65252234985573,2.02573673556476,2.45146359909021,3.16099439120987,3.41698556380569
86,92,1.69331066780521,0.535471849652521,0.812008283543356,0.918689734405584,1.30823264850899,1.63721376010596,2.01738425628207,2.65938105077577,2.89298799416433
87,93,1.47831349925721,0.492771166419071,0.675979067148261,0.771224250552833,1.12313146284754,1.42393639558406,1.77437779083274,2.37099305900266,2.58921504617306
88,94,1.42781314441441,0.475937714804803,0.652887089178469,0.744878622013377,1.08476440644346,1.37529360548121,1.71376364633141,2.28999806648611,2.50076541849817
89,95,1.37562520368585,0.458541734561951,0.629023439480483,0.717652593504201,1.04511522631832,1.32502530430469,1.6511239403255,2.2062964394001,2.40936004241856
90,96,0.736074807770109,0.329182661339811,0.239001486504761,0.290035492917556,0.495908376312514,0.68762767160315,0.923690074044909,1.34753495159046,1.50771508310166
91,97,0.710079624129632,0.317557261798271,0.230560921134972,0.279792612953374,0.478394899183542,0.663343444767906,0.891069078395806,1.29994546997965,1.45446868742419
92,98,0.687247772238457,0.307346547222096,0.223147480973668,0.270796180325094,0.463012622164904,0.642014344806072,0.862417703914139,1.2581471118398,1.40770180027076
93,99,0.534837300975128,0.267418650487564,0.145725163714138,0.182689510897586,0.338995954810084,0.490988764983031,0.683178101417882,1.03673618252193,1.17226616638323
94,100,0.392794436931663,0.226779973898683,0.0810036560526981,0.107061550524201,0.226157867416971,0.350118671750117,0.513304039939449,0.824317570247054,0.945939041483587
95,101,0.258361545753112,0.182689200999864,0.0312887818001824,0.0459058746026337,0.124178733568987,0.216810161325393,0.347836609516072,0.612816084907365,0.719749199434042
96,102,0.128491335298019,0.128491335298019,0.00325311895472026,0.00659074388769076,0.0369646536306308,0.0890634067882046,0.178126813576409,0.384925640024323,0.473989046812528
97,103,0.128900949462688,0.128900949462688,0.00326348948748898,0.00661175434762441,0.0370824922824283,0.089347329691562,0.178694659383124,0.386152734397125,0.475500064088687
98,104,0.13047114107345,0.13047114107345,0.00330324329718881,0.00669229464816012,0.0375342082591589,0.090435703579501,0.180871407159002,0.390856608081151,0.481292311660652
99,105,0.133291992153536,0.133291992153536,0.0033746610631867,0.00683698539303441,0.0383457165439558,0.0923909685524419,0.184781937104884,0.399307122700653,0.491698091253095
100,106,0.137469524889059,0.137469524889059,0.00348042703483275,0.0070512648094512,0.0395475178190461,0.0952866135897664,0.190573227179533,0.411821892340287,0.507108505930054
101,107,0.143121305235584,0.143121305235584,0.00362351772441545,0.00734116324257926,0.0411734337021766,0.0992041292021041,0.198408258404208,0.428753113127409,0.527957242329513
102,108,0.300762686210825,0.212671334947556,0.0364237566200345,0.0534397412668333,0.14455839149591,0.252392074555632,0.404921996946443,0.713388717785687,0.837871216433788
103,109,0.318813458977002,0.225435158776177,0.0386097889444627,0.0566470162065666,0.153234303754878,0.267539804625425,0.429224063958116,0.756203928013184,0.88815745082579
104,110,0.340734986619367,0.240936019626062,0.0412645876418822,0.0605420497964733,0.163770653243698,0.285935769592991,0.458737395086038,0.808200306598952,0.949226918129725
105,111,0.366826755359014,0.259385686235018,0.0444244218830652,0.065178054974534,0.17631138483446,0.30783129035719,0.493865193800128,0.870088214571984,1.02191393355781
106,112,0.397339731181447,0.280961618353241,0.0481196848131556,0.0705996235666196,0.19097712266323,0.333436970921205,0.534945339939457,0.942462926249258,1.10691764359727
107,113,0.432481959298382,0.30581092616073,0.0523755716724707,0.0768437212030951,0.207867861451902,0.362927397312474,0.582257928364345,1.02581791077982,1.20481762511257
