"t_start","t_end","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
26,32,4.34631534873328,0.62733658414354,3.2046298349048,3.36841862051725,3.90836448317401,4.31617014983077,4.75142036975529,5.42705107646289,5.65926806757795
27,33,4.24235975789196,0.594049187825801,3.15871549110665,3.31475862102015,3.8280205477277,4.21466436562464,4.62652151987704,5.26444188899068,5.48335535267947
28,34,3.82787318972289,0.541343017995048,2.84112126270818,2.98304110394614,3.45018535370415,3.8023845012691,4.17778830585245,4.75965842252671,4.95943833136065
29,35,3.80320300718253,0.517550375323098,2.85708315119886,2.99378639479415,3.44252037312653,3.779752382899,4.1383327119315,4.69261941807641,4.88255941075177
30,36,4.39678904329167,0.533188989383823,3.41427873282153,3.55803810221022,4.02638737260976,4.37525503926734,4.74372409386829,5.30899994606068,5.50165244795196
31,37,4.08597633217789,0.491893746437498,3.17913347521397,3.31191969060979,3.7443277621627,4.06625435834646,4.4061328278217,4.92731139723322,5.10487689539791
32,38,4.27478766466699,0.480951188054464,3.38438965069026,3.5156287011609,3.94131698961025,4.2567641784314,4.5886163394492,5.09543034282644,5.26759519806654
33,39,4.0948028625005,0.449463006006033,3.26148762297969,3.38459293442351,3.78335449721416,4.07836966396483,4.38834206372372,4.86107136224546,5.02149232751371
34,40,3.77067879883557,0.411414786119742,3.00764108319012,3.12042546639357,3.48563694640883,3.75572638957145,4.03942521960329,4.47193924844536,4.61867697950477
35,41,3.5067481826637,0.378142381462745,2.80494590013872,2.90878854715908,3.24483312782393,3.49316554099537,3.75386050828283,4.15104218398963,4.28572810310835
36,42,3.44155052845175,0.356872165297844,2.77777544827284,2.87632653990307,3.19459718205356,3.42922311279486,3.67506884540553,4.04882674874277,4.17537173539829
37,43,2.98972275866928,0.31690997859962,2.40099287318345,2.48823646088408,2.77030946676825,2.97853278142342,3.19694079797968,3.5293812661344,3.64203529254459
38,44,3.11503392442472,0.308434318655812,2.53993789419303,2.62565046921875,2.90182496413225,3.10486001040414,3.3171545984174,3.6391232496588,3.74794027813768
39,45,2.81149991599199,0.279754697668429,2.29001285678824,2.36770451560142,2.61809463221244,2.80222650223006,2.99479836875333,3.28692936145803,3.38568040128496
40,46,2.29158905464022,0.241554695792505,1.84270821447423,1.90925999020272,2.12437029461139,2.28310729885216,2.44956405493646,2.70285179282338,2.78866421573006
41,47,2.10443612398859,0.221827044738015,1.69221515727605,1.75333168280449,1.95087403636179,2.09664706894876,2.24950938511163,2.48211124027115,2.5609154055669
42,48,1.91951525244446,0.2034682098231,1.54152836670964,1.5975420545286,1.77864360835244,1.91233086321116,2.05255708245515,2.26599645481916,2.33832460675786
43,49,1.89951791362222,0.194886425877435,1.53682342459849,1.59072139959805,1.76469104052434,1.89285711196796,2.02708547544092,2.23103624167603,2.30006013295977
44,50,1.86437462523676,0.186437462523676,1.51692960696207,1.56867133431586,1.73546866574935,1.85816373932472,1.98651153198549,2.18126488686839,2.2471111179747
45,51,1.64407653210944,0.169573546569315,1.32858119092734,1.37544424373261,1.52674729196516,1.63825016314476,1.75505588891518,1.93258416820184,1.9926781776071
46,52,1.70018285226158,0.167523994256621,1.38774434883741,1.43432862958039,1.58439253380737,1.69468381921452,1.80997990298636,1.98479569936552,2.04386805818937
47,53,1.81724247781046,0.168726728233358,1.50162262151228,1.54889905191431,1.70077220158451,1.81202319273808,1.92802423020907,2.10339013496027,2.16251985855902
48,54,1.91288601019828,0.16907683368101,1.59587497561728,1.64353092741393,1.79629399703493,1.90790684903374,2.0240511077047,2.19922613289449,2.2581904049266
49,55,1.84719692973324,0.162636621094554,1.54220651274891,1.58806807489709,1.73505487332207,1.84242600990851,1.95413903060548,2.12260046126881,2.17929742657618
50,56,1.96865760735747,0.164627419459236,1.65922421281725,1.70591905710615,1.85525950320578,1.96407056840465,2.07705608279254,2.24704351385447,2.30415645609531
51,57,1.96315737560097,0.161370542234921,1.65962163205517,1.70547863510679,1.85203968421442,1.9587376247306,2.06945774641917,2.23591279897334,2.29180804861228
52,58,1.9831676726293,0.159291860711044,1.68325069420511,1.72862882292725,1.87352962043999,1.97890443029496,2.0881589575942,2.25224929925696,2.30731032548205
53,59,1.925499831218,0.154163366562473,1.63520016215873,1.67913218215665,1.81939806850295,1.92138708189201,2.0271188538029,2.1858968922803,2.23917001752933
54,60,1.95160209556712,0.152394520487202,1.66434010117652,1.70788076115532,1.84676654056079,1.94763686113835,2.05211566404573,2.20884961716923,2.26139644978699
55,61,1.76500881906401,0.14222846381091,1.49725509366581,1.53775845387086,1.66710924520401,1.76118992721992,1.85874595446792,2.00528619513403,2.05446320654011
56,62,1.72001106149338,0.137711097900632,1.46069208683839,1.49993569471883,1.62523244736159,1.71633722355314,1.81078533218943,1.95261862558972,2.00020645874507
57,63,1.568305270893,0.128913899160232,1.32582002115006,1.36245375234606,1.47953680879371,1.56477446960719,1.6532253256599,1.78620108172101,1.83085405540316
58,64,1.54733339254876,0.125505310951172,1.31112658283795,1.34684277875024,1.4609340885168,1.54394144365862,1.63003561625111,1.75939463376289,1.80281476141261
59,65,1.53580343808166,0.122570458105325,1.30496480901393,1.33990548773612,1.4514503182443,1.53254394253143,1.61660382847123,1.74282017848226,1.78516401693595
60,66,1.46799096261843,0.117533341323321,1.24666801897498,1.28016156038221,1.38709953574925,1.46485542412386,1.54546477194636,1.66651631491101,1.70713146592172
61,67,1.34204168016913,0.110315146570692,1.13454042513862,1.16588891007814,1.2660800812172,1.33902027701637,1.41471009179445,1.52850108032081,1.56671185021181
62,68,1.33096828688865,0.107955783489526,1.12779050090783,1.15851246704421,1.25665028003275,1.32805063745041,1.40210617968735,1.51337680226963,1.55072545201294
63,69,1.27134749921448,0.103805088627964,1.07603598786805,1.10555583464888,1.19987784802911,1.26852340140267,1.33973901004322,1.44677274007844,1.48270676995303
64,70,1.22555187215399,0.100401121392042,1.0366717430234,1.06521330988047,1.15642141722262,1.22281123846479,1.29169516205811,1.39523929967138,1.43000547216019
65,71,1.16854466217728,0.096709444351278,0.986688398513428,1.01415023772749,1.10194303185029,1.1658778375647,1.23223958548496,1.33203618043568,1.36555495493198
66,72,1.07772149754873,0.0917417463127457,0.905418130977274,0.931388242084634,1.01450612702859,1.07511942633436,1.13810076574445,1.23293097778288,1.26481086230463
67,73,1.00095128340881,0.0874535196834351,0.83689322755474,0.861576099095307,0.940659303178161,0.998405488931456,1.05846852507148,1.14901073787422,1.17947547954409
68,74,0.944494405759168,0.0841422492875109,0.78678906333493,0.810483422851394,0.886462207876546,0.941996921867311,0.999804539797962,1.08702487407065,1.11639131528335
69,75,0.899645381944432,0.0814500658280457,0.747101115443889,0.76999331045725,0.843451166215488,0.897188531979657,0.953161838185659,1.03767833858113,1.06615027331067
70,76,0.873009239263513,0.0796944755425084,0.723811419196356,0.746187842767878,0.81801672375875,0.870585414788454,0.925359998842356,1.00809886916003,1.03597999862727
71,77,0.88544757718676,0.0798381193439149,0.735893505273371,0.758343640107372,0.830370164879082,0.883049149769808,0.93791090153041,1.02073310372512,1.04863030949909
72,78,0.850255092439012,0.0779427565329425,0.704365845629382,0.72623929215332,0.796466597016667,0.84787461516998,0.901449080894968,0.98239126159474,1.00967095392257
73,79,0.782436842783171,0.0746024258041188,0.643067926878776,0.663901644379203,0.730910090374648,0.780067103607754,0.83138083391774,0.909055808711547,0.935271238333111
74,80,0.703051248258814,0.0706593090565301,0.57140536258622,0.591002079527443,0.65419065261853,0.700685494508964,0.749333488135005,0.823170631508268,0.848139794413139
75,81,0.810417722825004,0.0759025740652244,0.668494685180664,0.689739264575101,0.75801322874237,0.808049316091364,0.860240888314314,0.939175389946494,0.965798723473827
76,82,0.82760345480298,0.0768410517080679,0.683864748127186,0.705395247006243,0.774560889397734,0.825226502684455,0.878055368696542,0.957920015489091,0.984848707795927
77,83,0.846990735213132,0.0779718172432249,0.701076618938678,0.722946942715797,0.793177386801481,0.844599311309426,0.898197650210418,0.979192241143442,1.00649365604232
78,84,0.803363874903404,0.0762519245363276,0.660881341514533,0.682187944352117,0.750703022692087,0.800952662970878,0.853396759880762,0.932765043336916,0.959547561307952
79,85,0.796860779292623,0.0763254200068285,0.65430561678707,0.675608083375758,0.744138724928555,0.794425225459518,0.846928346726008,0.926421756432635,0.953255382899126
80,86,0.850326740832624,0.0792933774401737,0.702031933040442,0.724237645585435,0.795586299750346,0.847863299739448,0.902382270430062,0.9848192268401,1.01261953757196
81,87,0.905727184788954,0.082338834980814,0.75154840166642,0.774678918408515,0.848914898148364,0.903233294240092,0.959821345192945,1.04528269333225,1.07407705727523
82,88,0.826440935073695,0.0791586850796332,0.678594002633055,0.70068723505762,0.771761792819605,0.823914971392761,0.878367053564861,0.960811326839875,0.988641040542274
83,89,0.775842049618788,0.0771991693099438,0.631936091606495,0.653375343825228,0.722471266670825,0.773283022567393,0.826423821460008,0.907038267453051,0.934288920638394
84,90,0.770356817642643,0.0774237732973601,0.626108008194327,0.647580787791081,0.716818625286406,0.767764581963417,0.821069819166638,0.901975652039736,0.929335200752913
85,91,0.748600820674951,0.076804823636568,0.605662767714085,0.626903982670807,0.695465492428618,0.745975795899471,0.798875251247117,0.879252335288268,0.906454680309935
86,92,0.646207403950752,0.0718008226611947,0.513181955936696,0.532811830642663,0.596439251682396,0.643550068526083,0.693079569816895,0.768667959814112,0.794331902500836
87,93,0.573427870631944,0.0680533679163149,0.447851924432098,0.466265986949268,0.526178510459052,0.570737979541637,0.617745886221458,0.689765876878165,0.714287510098106
88,94,0.523407887778726,0.0654259859723408,0.403087852036695,0.420637581374334,0.477920222181375,0.520684343599003,0.565927643760715,0.635469192904038,0.659202525427688
89,95,0.422653321389074,0.059183302838941,0.314693158956121,0.330239258509606,0.381373973726049,0.419894114203219,0.460926182230644,0.524480236618902,0.546289915148105
90,96,0.437269706456742,0.0606383979937257,0.326573931732194,0.342532562063954,0.394987479163796,0.434469912296478,0.476501195091909,0.54155814432515,0.563872584323725
91,97,0.44457872110055,0.0616519759580091,0.332032653464048,0.348258034181365,0.401589741398522,0.441732128051146,0.484465968688827,0.550610352490725,0.573297780982007
92,98,0.339908356383066,0.0544288975705419,0.241708069517028,0.255602126805317,0.301787830512689,0.337007612528299,0.37486863036692,0.434110590188828,0.454587935580117
93,99,0.311946615547817,0.0527286018756797,0.217282247475506,0.230569895403735,0.274951217383651,0.308980778125801,0.345711071884303,0.403441562511535,0.423459438668201
94,100,0.274373072717917,0.0500934403665362,0.185118359991784,0.197493547757249,0.239133585670626,0.271330578415995,0.306298488320552,0.361632601760647,0.380910650105135
95,101,0.226069050893824,0.0461461517770959,0.144846706592222,0.155884394810297,0.193474729616537,0.22293707401616,0.255252516577019,0.306939455667725,0.325080634577237
96,102,0.233747717711868,0.0477135530778499,0.149766573310886,0.161179167912357,0.20004629693441,0.230509360032275,0.263922429692117,0.317364968598688,0.33612233122721
97,103,0.212343721238391,0.0463371988535014,0.13144411022706,0.142290766686739,0.179531105512119,0.208982863188227,0.241496747715175,0.293863677489428,0.31233110032722
98,104,0.22139362977781,0.0483120508018022,0.137046146249894,0.148355077969451,0.187182568316811,0.217889534820095,0.251789133412495,0.306387897131181,0.32564238580104
99,105,0.264941130716011,0.0540808818441872,0.169752781609443,0.182688376222795,0.226742287044211,0.261270617250926,0.299142629619764,0.359717025061326,0.380977540084521
100,106,0.394691176200657,0.0676889782866454,0.273335113244525,0.290331539661274,0.347176157317914,0.390828471728407,0.437998303721161,0.512228841111337,0.537990416117894
101,107,0.527053318353923,0.0803748775380284,0.381431099843311,0.402174028999776,0.470848101292098,0.522973312189592,0.578813267491664,0.665851540974989,0.695854998491272
102,108,0.701387911094857,0.0954468052188318,0.526904185619113,0.552115041385718,0.634870704731964,0.697063139488126,0.763192638088341,0.865414369149348,0.900443163153862
103,109,0.855693027219207,0.108673123130017,0.656054937344721,0.685124641848562,0.780105016830675,0.851096950134228,0.926272645357597,1.04194034232315,1.08144488640288
104,110,0.939789315273142,0.117473664409143,0.723752288235737,0.755263177739988,0.858115303277394,0.934899137307653,1.01613438628359,1.14099762655647,1.18361129907143
105,111,1.09289101572394,0.130625460887777,0.851962162552817,0.887266200728451,1.0021811881265,1.08769120150673,1.17793430377396,1.3162541631318,1.36336461940151
106,112,1.10883150353453,0.135465328671581,0.85932918494539,0.895808286246122,1.01470648091215,1.10331983473739,1.19695023203286,1.34065695744737,1.38965023860876
107,113,1.02940894614334,0.134017629652319,0.783633785089609,0.819324789950646,0.936128641242282,1.02359895401625,1.11635816690493,1.25931323233263,1.30819469381606
108,114,0.949231417894754,0.131634713442343,0.708931425361118,0.743574651438278,0.85744454591989,0.943153584142914,1.03439570216462,1.17562227069364,1.22406278053598
109,115,0.851669848206194,0.126959444998399,0.621213831406682,0.65413950932884,0.762951067869876,0.845369557900814,0.933524136249545,1.07069350052843,1.11791975205336
110,116,0.874742120794422,0.130398856325244,0.638042905353564,0.671860560627946,0.783619892821762,0.868271151656608,0.95881389305449,1.09969926180396,1.14820490222683
111,117,0.910593860532008,0.134259740059479,0.666669151898887,0.701568735707866,0.816805215603915,0.904003922378819,0.997202343911087,1.14210037039595,1.19195826733535
112,118,0.860920003442962,0.131289069695793,0.623052075292777,0.656934800282679,0.769111083963045,0.854255480521424,0.945467759880668,1.08764121387003,1.13665063255445
113,119,0.886653274374448,0.133668010465458,0.644243626508638,0.6788261246382,0.793214191110147,0.879945325882621,0.972783788942652,1.11736451504909,1.16717259319761
114,120,0.970548107525758,0.14008655278537,0.715605558279131,0.752180192919123,0.87275207809552,0.963816574399809,1.06100953978623,1.21188034670374,1.26373524980638
115,121,0.952091516265429,0.138876820925274,0.699561034689308,0.735741560132251,0.855109241003475,0.945347674109928,1.04172586042511,1.19144784145661,1.24293630524786
116,122,0.97370988168095,0.140542915575274,0.717936800946995,0.754630585512316,0.875595260152148,0.966956419103696,1.06446601197478,1.2158283137645,1.26785214563138
117,123,0.853313274242289,0.131669096782706,0.614993151704428,0.648886449979905,0.761204645680657,0.846550585210295,0.938053882987355,1.08081106535718,1.13005352825695
118,124,0.834627426227502,0.130346904929354,0.598943050973707,0.632406266015754,0.743409006905137,0.827851732445922,0.918463759553865,1.05996398853309,1.10880552745474
119,125,0.795893539622102,0.127444963125083,0.565958110151119,0.598490968573776,0.70663453878413,0.789101463903007,0.877752828117531,1.01646754992823,1.06441514109357
120,126,0.880345201613183,0.134251384645179,0.637110187526815,0.671757418678548,0.786464769742383,0.873530305047237,0.966800634626043,1.1121819912164,1.1622972242231
121,127,0.842908386473786,0.131640173643066,0.604885611017917,0.638680839536598,0.750784921282569,0.83606546598831,0.927576522496362,1.07048068062312,1.11980681282493
122,128,0.971417792765876,0.141695848082698,0.71376125573358,0.750676200953084,0.87246689764403,0.964537058981844,1.0628716029008,1.21563275438407,1.26816637010747
123,129,0.956936531371577,0.141092594101507,0.700597811430255,0.737273532763324,0.858374719734615,0.950011212816736,1.04795276293688,1.20022505564266,1.2526203605383
124,130,0.964128042150833,0.14215292451851,0.705862901169908,0.742814245636442,0.864825524826948,0.957150678866374,1.0558282733221,1.20924491343073,1.26203397631093
125,131,0.950845630620176,0.141743697745025,0.693553327639768,0.730313155469097,0.851795670339892,0.943811680174323,1.04223173792158,1.19537428600431,1.24809996956306
126,132,0.958745905113873,0.142921401132279,0.699315842066844,0.736381095636,0.858872970157569,0.951653511806731,1.05089131056983,1.20530627146864,1.25847003599403
127,133,0.923540631886033,0.14083862600669,0.668370934596269,0.704718183030563,0.82505381874408,0.916391352411097,1.01423812769605,1.1667528340679,1.21932704458591
128,134,0.822344187884672,0.133401842817274,0.581939690788828,0.615890532680237,0.728873809949882,0.815141999890061,0.907968178386955,1.05336848258067,1.10366437216074
129,135,0.762693728199137,0.128918769888451,0.531244126843809,0.563731755278504,0.672241847185816,0.755442405415405,0.845246119539136,0.986394254933796,1.03533695165049
130,136,0.855311093944076,0.136959386402274,0.608209799704766,0.643171403664791,0.759388448702691,0.84801195477,0.943281600182577,1.09235209083437,1.14387921677521
131,137,0.860635650078771,0.137811997745955,0.611996079624585,0.647175329566478,0.764115858941825,0.853291071676158,0.949153797873638,1.09915229495621,1.15100019199014
132,138,0.866224980669716,0.138707006934489,0.615970640066128,0.651378358881985,0.769078349334849,0.858832703479887,0.955318002618679,1.10629065315198,1.15847527227839
133,139,0.917076276871084,0.143223252097754,0.658109769681896,0.694878655652499,0.816846826285767,0.909631244715219,1.00919440050019,1.16467276017405,1.21833912107161
134,140,0.788920397237369,0.133351886073455,0.549511962775979,0.58311673987375,0.695358156902196,0.781419723979511,0.874311508978414,1.02031329046388,1.0709389745465
135,141,0.909143920020298,0.143748275407905,0.649505745462173,0.686306817476428,0.808507467679051,0.901579047347747,1.0015386000875,1.15778880413178,1.21175892567145
136,142,1.10060914879869,0.158859247082873,0.811502302942058,0.852978224832592,0.989707686138071,1.09297553755736,1.20319312087312,1.37428179653225,1.43308566243264
137,143,0.971945949938867,0.149974516057655,0.700493149564595,0.739098495318968,0.86703183318099,0.964243071741901,1.06846770103697,1.23107183414651,1.28716027648669
138,144,0.957727458866438,0.149571900115187,0.687281759727846,0.725680497776246,0.853055143778138,0.949952411242109,1.05392889672268,1.2162991357907,1.27234436206609
139,145,0.9427973895449,0.149069356151145,0.67354827748557,0.711711602195171,0.838435712068942,0.934952490568112,1.03861221188155,1.20064627628526,1.25661419135407
140,146,0.87925885963878,0.144549266103879,0.619079380114886,0.655751626830597,0.777933673196466,0.871350420809317,0.971968384152464,1.1297462426538,1.18436583045254
141,147,0.789894909168769,0.137503054239438,0.543727310078731,0.578123819944054,0.693324257285881,0.781930659326762,0.877789779371818,1.02883701143928,1.0813051430916
142,148,0.650388023755927,0.125167233531064,0.428609805864869,0.459080217383443,0.562170425809365,0.642376404017,0.729879652647878,0.869029401305636,0.917673993199329
143,149,0.339192244809132,0.0906529405947516,0.185439556573641,0.205064426291648,0.27446898188987,0.33115131951859,0.395164950722554,0.500758452984566,0.538598421034005
144,150,0.292438595201636,0.0844197508305502,0.151107289519746,0.168742248362535,0.231967807759694,0.284356644064912,0.344116760014345,0.443714990804003,0.47964897446121
145,151,0.147235172595382,0.0601085075082167,0.054032713408251,0.0641212794760041,0.10353600362201,0.139141193543943,0.182147130979477,0.257981418214973,0.286331481266552
146,152,0.148633506736399,0.0606793750307838,0.0545458773931783,0.0647302574306354,0.10451931437675,0.14046265687315,0.183877033878675,0.260431540821405,0.289050852452423
147,153,0.150656334590388,0.0615051910440775,0.0552882195644283,0.0656112039318762,0.105941770087063,0.142374283538006,0.186379508549467,0.263975884128632,0.292984690309032
148,154,0.127952459589464,0.0572220795060673,0.0415458153451344,0.0504170965984674,0.0862041409519632,0.119530856014404,0.160565768077927,0.234243054671447,0.262087292224301
149,155,0.105003025428347,0.0525015127141737,0.0286097903850901,0.0358668913392854,0.0665540731697872,0.0963943720465068,0.134126336036177,0.203539348391298,0.230147549269855
150,156,0.108479707984524,0.054239853992262,0.029557069368357,0.0370544551733262,0.0687576990585459,0.0995860194341944,0.138567300388571,0.21027859899061,0.237767805606557
151,157,0.0846749815104394,0.0488871233686788,0.0174620168557364,0.0230793360566174,0.0487530154234441,0.0754753358741141,0.110653323989587,0.177698736175184,0.203916764894409
152,158,0.0591858287510978,0.041850700860047,0.00716767844091503,0.0105161827584712,0.0284470401278892,0.0496671787680233,0.0796829030580792,0.140384776501937,0.164881165799148
153,159,0.0625049252664782,0.0441976565134851,0.00756963642711907,0.0111059223344013,0.0300423286243709,0.052452476591105,0.0841514599990946,0.14825744859815,0.174127576881052
154,160,0.0664739193546711,0.0470041591477356,0.00805030002444229,0.0118111362019685,0.0319499834883248,0.0557831512317612,0.0894949852625082,0.15767163371249,0.185184486721129
155,161,0.0711731386917527,0.050327009007269,0.00861939728711949,0.0126460970433333,0.0342086133643023,0.0597266115466708,0.0958216253854343,0.168817863651149,0.198275673902141
156,162,0.0766978386476844,0.0542335618101293,0.00928846408236853,0.0136277299045817,0.0368640017344114,0.0643627933175623,0.103259624316983,0.181922077698998,0.213666502900334
157,163,0.124738587166508,0.0720178568789168,0.0257240955097671,0.0339992252857895,0.0718202963324841,0.111186168510635,0.163008471375187,0.261776133828074,0.300399110797059
158,164,0.136027586927577,0.0785355639298517,0.02805215865895,0.0370761981363436,0.0783201239043249,0.121248657258205,0.177760944015832,0.285467204725758,0.327585609915304
159,165,0.198840427576584,0.099420213788292,0.054177324223193,0.0679198335538723,0.126031038744443,0.182538532347176,0.253990186453371,0.385435094824029,0.435822081467059
160,166,0.21903795080457,0.109518975402285,0.0596804695229919,0.0748188954426672,0.138832835962001,0.201080165414549,0.279789631531493,0.424586259280216,0.480091381835113
161,167,0.242278475979824,0.121139237989912,0.0660127304363419,0.0827573847169364,0.153563379265,0.222415320484232,0.30947607605628,0.469636021714639,0.531030389459031
162,168,0.268857888687211,0.134428944343605,0.0732547258266179,0.0918363698561635,0.170410209829368,0.246815625016807,0.343427471512669,0.52115793092645,0.58928763176879
163,169,0.448547294403739,0.183118666132517,0.164608951661077,0.195343448957723,0.315419158882995,0.423889243338314,0.5549054709147,0.785932227381345,0.872299797397422
164,170,0.332992797044613,0.166496398522307,0.0907293297914756,0.113743546146809,0.211060842191088,0.305692444919399,0.425350637391965,0.645477943639886,0.729859695486852
165,171,0.463508768071987,0.207287422715229,0.150500035333085,0.182636319841766,0.312275163006234,0.433001444408254,0.581650728677831,0.848547265512055,0.949413230007276
166,172,0.412317108881011,0.206158554440506,0.112342534980782,0.140839112789707,0.26133897496456,0.378513367900411,0.526676092175812,0.7992413107134,0.903724171221626
167,173,0.457168874347139,0.22858443717357,0.124563131512668,0.156159560860477,0.289767371845979,0.419687969771619,0.583967802983048,0.886182606737338,1.00203109009702
168,174,0.504801815255209,0.252400907627605,0.137541504747591,0.172430001723975,0.319958561305097,0.463415732936834,0.644812067351285,0.97851497254146,1.10643384011101
169,175,0.554522199535832,0.277261099767916,0.151088636045303,0.189413470657997,0.351472835107623,0.509059800820499,0.708322741854863,1.07489366807865,1.2154118866412
170,176,0.302783064328746,0.214099958015299,0.0366684337831983,0.0537987235769167,0.14552946478502,0.254087522322086,0.407642066887306,0.718180917819356,0.843499629627744
171,177,0.657141886395414,0.328570943197707,0.179049046885461,0.224466262164235,0.416516276666112,0.603266231864609,0.839404703993638,1.27381311930696,1.44033559089855
172,178,0.708614346318415,0.354307173159207,0.193073559826823,0.242048204393926,0.449141068665863,0.650518731797122,0.905153404358012,1.37358806302964,1.55315386882762
173,179,0.759704028802351,0.379852014401175,0.206993778799025,0.259499397659404,0.481523244821133,0.697419836227251,0.970413161330423,1.47262102555503,1.6651331681734
174,180,0.810114205535236,0.405057102767618,0.220728855323913,0.276718485622792,0.513474729810218,0.743697144058117,1.03480494696266,1.57033682452983,1.77562311440119
175,181,0.859374648315903,0.429687324157951,0.234150668042951,0.293544847923608,0.544697478867461,0.788918978659592,1.09772811203088,1.66582396296362,1.88359305274982
176,182,1.13363352216612,0.50697632342719,0.368087718923739,0.446685518806675,0.763751664065121,1.0590197777042,1.42258099445301,2.07534720287634,2.3220416485349
177,183,1.42814352065412,0.583037150844087,0.524103501881417,0.621960012716277,1.00427275711858,1.34963399378727,1.76678058869091,2.50235378122163,2.77734214265421
178,184,0.994207882459355,0.497103941229678,0.270888186319701,0.339601129999478,0.630158834807399,0.912697935344291,1.26995827014104,1.92718660948829,2.17912299840286
179,185,0.774033412978931,0.44688839934515,0.159624298266601,0.210973500537332,0.445662487881033,0.68993734371432,1.01150739565929,1.62438487484952,1.86404988438506
180,186,0.79816490160728,0.460820720800674,0.164600791366045,0.21755087115691,0.459556589967651,0.711447029065032,1.04304244157146,1.6750271655804,1.92216404048407
181,187,0.817802939422173,0.472158747219458,0.168650626880859,0.222903489677017,0.470863513729513,0.728951461585102,1.06870544287467,1.71623950998743,1.96945693702392
182,188,0.833741371522511,0.48136080528305,0.171937514755241,0.2272477295469,0.480040328559022,0.743158237832599,1.08953379688933,1.74968786970741,2.00784033496998
183,189,0.847307205156284,0.48919304298329,0.174735115786259,0.230945284925562,0.487851080738491,0.755250190280149,1.10726163759848,1.7781570993297,2.04050997195542
184,190,0.859863456672775,0.496442398176348,0.177324516713365,0.234367664750053,0.495080549383473,0.766442248236608,1.12367015570341,1.80450762206709,2.07074830378343
185,191,1.45424291633908,0.650357203346345,0.472188716520524,0.573015210695814,0.979752649856922,1.35852723113427,1.82490927945473,2.66228804081254,2.97875155665288
186,192,1.47693166802985,0.660503921567377,0.47955569243627,0.581955257564488,0.995038517397493,1.37972264949666,1.85338107947832,2.70382442487095,3.02522532912791
187,193,1.80173468658573,0.735555105668069,0.661204875451377,0.784659883529742,1.26698264924024,1.70268768203912,2.22895656087335,3.15694994272771,3.50387310698611
