date,R_median,R_low,R_high
2024-08-12,0.337007612528299,0.241708069517028,0.454587935580117
2024-08-13,0.308980778125801,0.217282247475506,0.423459438668201
2024-08-14,0.271330578415995,0.185118359991784,0.380910650105135
2024-08-15,0.22293707401616,0.144846706592222,0.325080634577237
2024-08-16,0.230509360032275,0.149766573310886,0.33612233122721
2024-08-17,0.208982863188227,0.13144411022706,0.31233110032722
2024-08-18,0.217889534820095,0.137046146249894,0.32564238580104
2024-08-19,0.261270617250926,0.169752781609443,0.380977540084521
2024-08-20,0.390828471728407,0.273335113244525,0.537990416117894
2024-08-21,0.522973312189592,0.38143109984331097,0.695854998491272
2024-08-22,0.697063139488126,0.526904185619113,0.900443163153862
2024-08-23,0.851096950134228,0.656054937344721,1.08144488640288
2024-08-24,0.934899137307653,0.723752288235737,1.18361129907143
2024-08-25,1.08769120150673,0.851962162552817,1.36336461940151
2024-08-26,1.10331983473739,0.85932918494539,1.38965023860876
2024-08-27,1.02359895401625,0.783633785089609,1.30819469381606
2024-08-28,0.943153584142914,0.708931425361118,1.22406278053598
2024-08-29,0.845369557900814,0.621213831406682,1.11791975205336
2024-08-30,0.868271151656608,0.638042905353564,1.14820490222683
2024-08-31,0.904003922378819,0.666669151898887,1.19195826733535
2024-09-01,0.854255480521424,0.623052075292777,1.13665063255445
2024-09-02,0.879945325882621,0.644243626508638,1.16717259319761
2024-09-03,0.963816574399809,0.715605558279131,1.26373524980638
2024-09-04,0.945347674109928,0.699561034689308,1.24293630524786
2024-09-05,0.966956419103696,0.717936800946995,1.26785214563138
2024-09-06,0.846550585210295,0.614993151704428,1.13005352825695
2024-09-07,0.827851732445922,0.598943050973707,1.10880552745474
2024-09-08,0.789101463903007,0.565958110151119,1.06441514109357
2024-09-09,0.873530305047237,0.637110187526815,1.1622972242231
2024-09-10,0.83606546598831,0.604885611017917,1.11980681282493
2024-09-11,0.964537058981844,0.71376125573358,1.26816637010747
2024-09-12,0.950011212816736,0.700597811430255,1.2526203605383
2024-09-13,0.957150678866374,0.705862901169908,1.26203397631093
2024-09-14,0.943811680174323,0.693553327639768,1.24809996956306
2024-09-15,0.951653511806731,0.699315842066844,1.25847003599403
2024-09-16,0.916391352411097,0.668370934596269,1.21932704458591
2024-09-17,0.815141999890061,0.581939690788828,1.10366437216074
2024-09-18,0.755442405415405,0.531244126843809,1.03533695165049
2024-09-19,0.84801195477,0.608209799704766,1.14387921677521
2024-09-20,0.853291071676158,0.611996079624585,1.15100019199014
2024-09-21,0.858832703479887,0.615970640066128,1.15847527227839
2024-09-22,0.909631244715219,0.658109769681896,1.21833912107161
2024-09-23,0.781419723979511,0.549511962775979,1.0709389745465001
2024-09-24,0.901579047347747,0.649505745462173,1.21175892567145
2024-09-25,1.09297553755736,0.811502302942058,1.43308566243264
2024-09-26,0.964243071741901,0.700493149564595,1.28716027648669
2024-09-27,0.949952411242109,0.687281759727846,1.27234436206609
2024-09-28,0.934952490568112,0.67354827748557,1.25661419135407
2024-09-29,0.871350420809317,0.619079380114886,1.18436583045254
2024-09-30,0.781930659326762,0.543727310078731,1.0813051430916
2024-10-01,0.642376404017,0.428609805864869,0.917673993199329
2024-10-02,0.33115131951859,0.185439556573641,0.538598421034005
2024-10-03,0.284356644064912,0.151107289519746,0.47964897446121
2024-10-04,0.139141193543943,0.054032713408251,0.286331481266552
2024-10-05,0.14046265687315,0.0545458773931783,0.289050852452423
2024-10-06,0.142374283538006,0.0552882195644283,0.292984690309032
2024-10-07,0.119530856014404,0.0415458153451344,0.262087292224301
2024-10-08,0.0963943720465068,0.0286097903850901,0.230147549269855
2024-10-09,0.0995860194341944,0.029557069368357,0.237767805606557
2024-10-10,0.0754753358741141,0.0174620168557364,0.203916764894409
2024-10-11,0.0496671787680233,0.00716767844091503,0.164881165799148
2024-10-12,0.052452476591105,0.00756963642711907,0.174127576881052
2024-10-13,0.0557831512317612,0.00805030002444229,0.185184486721129
2024-10-14,0.0597266115466708,0.00861939728711949,0.198275673902141
2024-10-15,0.0643627933175623,0.00928846408236853,0.213666502900334
2024-10-16,0.111186168510635,0.0257240955097671,0.300399110797059
2024-10-17,0.121248657258205,0.02805215865895,0.327585609915304
2024-10-18,0.182538532347176,0.054177324223193,0.435822081467059
2024-10-19,0.201080165414549,0.0596804695229919,0.480091381835113
2024-10-20,0.222415320484232,0.0660127304363419,0.531030389459031
2024-10-21,0.246815625016807,0.0732547258266179,0.58928763176879
2024-10-22,0.423889243338314,0.164608951661077,0.872299797397422
2024-10-23,0.305692444919399,0.0907293297914756,0.729859695486852
2024-10-24,0.433001444408254,0.150500035333085,0.949413230007276
2024-10-25,0.378513367900411,0.112342534980782,0.903724171221626
2024-10-26,0.419687969771619,0.124563131512668,1.00203109009702
2024-10-27,0.463415732936834,0.137541504747591,1.10643384011101
2024-10-28,0.509059800820499,0.151088636045303,1.2154118866412
2024-10-29,0.254087522322086,0.0366684337831983,0.843499629627744
2024-10-30,0.603266231864609,0.179049046885461,1.44033559089855
2024-10-31,0.650518731797122,0.193073559826823,1.55315386882762
2024-11-01,0.697419836227251,0.206993778799025,1.6651331681734
2024-11-02,0.743697144058117,0.220728855323913,1.77562311440119
2024-11-03,0.788918978659592,0.234150668042951,1.88359305274982
2024-11-04,1.0590197777042,0.368087718923739,2.3220416485349
2024-11-05,1.34963399378727,0.524103501881417,2.77734214265421
2024-11-06,0.912697935344291,0.270888186319701,2.17912299840286
2024-11-07,0.68993734371432,0.159624298266601,1.86404988438506
2024-11-08,0.711447029065032,0.164600791366045,1.92216404048407
2024-11-09,0.728951461585102,0.168650626880859,1.96945693702392
2024-11-10,0.743158237832599,0.171937514755241,2.00784033496998
2024-11-11,0.755250190280149,0.174735115786259,2.04050997195542
2024-11-12,0.766442248236608,0.177324516713365,2.07074830378343
2024-11-13,1.35852723113427,0.472188716520524,2.97875155665288
2024-11-14,1.37972264949666,0.47955569243627,3.02522532912791
2024-11-15,1.70268768203912,0.661204875451377,3.50387310698611
2024-11-16,1.73081830602538,0.672128843437643,3.56176166629615
2024-11-17,1.7560771320978,0.681937605856866,3.61374050088969
2024-11-18,1.77448421673561,0.689085630849207,3.65161949039598
2024-11-19,1.46836293072483,0.510364747761721,3.21958092954536
2024-11-20,0.838507706437142,0.193997622321176,2.26545237401634
2024-11-21,0.830521503754942,0.192149929903053,2.24387551588269
2024-11-22,0.818084052038893,0.189272393963759,2.21027242040661
2024-11-23,0.80374625909112,0.185955193990702,2.17153504587525
2024-11-24,0.790066727965577,0.182790289849152,2.13457614135251
2024-11-25,1.0696255221266,0.317464197638223,2.55379735691579
